"","Beer","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery","City","state"
"1183","Fistful Of Hops Blue",1999,0.064,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","IN"
"1184","Fistful of Hops Green",1996,0.064,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","IN"
"1185","Wee Muckle",1656,0.09,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","IN"
"1186","Royal Brat",1599,0.065,55,26,"Extra Special / Strong Bitter (ESB)",16,"Sun King Brewing Company","Indianapolis","IN"
"1187","Grapefruit Jungle (GFJ)",1420,0.075,77,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","IN"
"1188","Osiris Pale Ale",1389,0.056,50,26,"American Pale Ale (APA)",16,"Sun King Brewing Company","Indianapolis","IN"
"1189","Bourbon Barrel Aged Timmie",1367,0.099,75,26,"Russian Imperial Stout",16,"Sun King Brewing Company","Indianapolis","IN"
"1190","Stupid Sexy Flanders",1366,0.063,23,26,"Flanders Oud Bruin",16,"Sun King Brewing Company","Indianapolis","IN"
"1191","Ring of Dingle",1128,0.071,27,26,"Irish Dry Stout",16,"Sun King Brewing Company","Indianapolis","IN"
"1192","Bourbon Barrel Wee Mac",1127,0.054,23,26,"Scottish Ale",16,"Sun King Brewing Company","Indianapolis","IN"
"1193","Bourbon Barrel Johan",1049,0.099,60,26,"English Barleywine",16,"Sun King Brewing Company","Indianapolis","IN"
"1194","The Velvet Fog",923,0.09,24,26,"Quadrupel (Quad)",16,"Sun King Brewing Company","Indianapolis","IN"
"1195","Sun King Oktoberfest",874,0.055,23,26,"Märzen / Oktoberfest",16,"Sun King Brewing Company","Indianapolis","IN"
"1196","Indianapolis Indians Lager",739,0.052,24,26,"Dortmunder / Export Lager",16,"Sun King Brewing Company","Indianapolis","IN"
"1197","Indians Victory Lager (2012)",698,0.052,24,26,"Dortmunder / Export Lager",16,"Sun King Brewing Company","Indianapolis","IN"
"1198","Isis",651,0.091,91,26,"American Double / Imperial IPA",16,"Sun King Brewing Company","Indianapolis","IN"
"1199","Wee Muckle (2011)",584,0.09,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","IN"
"1200","Grapefruit Jungle (GFJ) (2011)",532,0.075,77,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","IN"
"1201","Sun King Oktoberfest (2011)",526,0.055,23,26,"Märzen / Oktoberfest",16,"Sun King Brewing Company","Indianapolis","IN"
"1202","Johan the Barleywine",394,0.099,60,26,"English Barleywine",16,"Sun King Brewing Company","Indianapolis","IN"
"1203","Wee Mac Scottish-Style Ale",213,0.054,23,26,"Scottish Ale",16,"Sun King Brewing Company","Indianapolis","IN"
"1204","Sunlight Cream Ale",55,0.053,20,26,"Cream Ale",16,"Sun King Brewing Company","Indianapolis","IN"
"1205","Osiris Pale Ale (2010)",54,0.056,50,26,"American Pale Ale (APA)",16,"Sun King Brewing Company","Indianapolis","IN"
"1206","BLAKKR",1739,0.099,85,62,"American Black Ale",16,"Surly Brewing Company","Brooklyn Center","MN"
"1207","Overrated! West Coast Style IPA",1112,0.073,69,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","MN"
"1208","WET",329,0.075,90,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","MN"
"1209","Bitter Brewer",19,0.04,37,62,"English Bitter",16,"Surly Brewing Company","Brooklyn Center","MN"
"1210","SurlyFest",18,0.055,34,62,"Rye Beer",16,"Surly Brewing Company","Brooklyn Center","MN"
"1211","Coffee Bender",17,0.051,45,62,"American Brown Ale",16,"Surly Brewing Company","Brooklyn Center","MN"
"1212","Bender",16,0.051,45,62,"American Brown Ale",16,"Surly Brewing Company","Brooklyn Center","MN"
"1213","Abrasive Ale",15,0.097,120,62,"American Double / Imperial IPA",16,"Surly Brewing Company","Brooklyn Center","MN"
"1214","Hell",14,0.051,20,62,"Keller Bier / Zwickel Bier",16,"Surly Brewing Company","Brooklyn Center","MN"
"1215","CynicAle",13,0.067,33,62,"Saison / Farmhouse Ale",16,"Surly Brewing Company","Brooklyn Center","MN"
"1216","Furious",12,0.062,99,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","MN"
"1217","Big Nose",1242,0.073,50,448,"American IPA",12,"Swamp Head Brewery","Gainesville","FL"
"1218","Cotton Mouth",1241,0.05,10,448,"Witbier",12,"Swamp Head Brewery","Gainesville","FL"
"1219","Stump Knocker Pale Ale",1240,0.056,35,448,"American Pale Ale (APA)",12,"Swamp Head Brewery","Gainesville","FL"
"1220","Midnight Oil",1239,0.05,38,448,"Oatmeal Stout",12,"Swamp Head Brewery","Gainesville","FL"
"1221","Wild Night",1238,0.059,18,448,"Cream Ale",12,"Swamp Head Brewery","Gainesville","FL"
"1222","Take Two Pils",2568,0.055,35,50,"German Pilsener",12,"SweetWater Brewing Company","Atlanta","GA"
"1223","Dodgy Knight Imperial IPA",1229,0.08,95,450,"American Double / Imperial IPA",12,"TailGate Beer","San Diego","CA"
"1224","TailGate IPA",663,0.05,44,450,"American IPA",24,"TailGate Beer","San Diego","CA"
"1225","TailGate IPA",662,0.05,44,450,"American IPA",12,"TailGate Beer","San Diego","CA"
"1226","TailGate Hefeweizen",623,0.049,28,450,"Hefeweizen",24,"TailGate Beer","San Diego","CA"
"1227","Blacktop Blonde",622,0.05,19,450,"American Blonde Ale",24,"TailGate Beer","San Diego","CA"
"1228","Blacktop Blonde",362,0.05,19,450,"American Blonde Ale",12,"TailGate Beer","San Diego","CA"
"1229","TailGate Hefeweizen",361,0.049,28,450,"Hefeweizen",12,"TailGate Beer","San Diego","CA"
"1230","Wooden Rooster",2575,0.085,34,46,"Tripel",16.9,"Tallgrass Brewing Company","Manhattan","KS"
"1231","Ginger Peach Saison",2555,0.048,20,46,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan","KS"
"1232","Zombie Monkie",1736,0.062,35,46,"American Porter",16,"Tallgrass Brewing Company","Manhattan","KS"
"1233","Wild Plum Farmhouse Ale",1196,0.056,20,46,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan","KS"
"1234","Vanilla Bean Buffalo Sweat",1063,0.05,20,46,"Oatmeal Stout",16,"Tallgrass Brewing Company","Manhattan","KS"
"1235","Ethos IPA",1017,0.068,110,46,"American IPA",16,"Tallgrass Brewing Company","Manhattan","KS"
"1236","Tallgrass Pub Ale",1009,0.044,12,46,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan","KS"
"1237","Oasis",912,0.072,93,46,"Extra Special / Strong Bitter (ESB)",16,"Tallgrass Brewing Company","Manhattan","KS"
"1238","Buffalo Sweat",765,0.05,20,46,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan","KS"
"1239","Halcyon Unfiltered Wheat",676,0.05,20,46,"American Pale Wheat Ale",16,"Tallgrass Brewing Company","Manhattan","KS"
"1240","Halcyon Unfiltered Wheat",412,0.05,20,46,"American Pale Wheat Ale",12,"Tallgrass Brewing Company","Manhattan","KS"
"1241","Köld Lager (2010)",105,0.05,16,46,"German Pilsener",16,"Tallgrass Brewing Company","Manhattan","KS"
"1242","Oasis (2010)",104,0.072,93,46,"American Double / Imperial IPA",16,"Tallgrass Brewing Company","Manhattan","KS"
"1243","Tallgrass Ale",103,0.044,22,46,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan","KS"
"1244","Buffalo Sweat (2010)",102,0.05,20,46,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan","KS"
"1245","Tallgrass IPA",101,0.063,60,46,"American IPA",16,"Tallgrass Brewing Company","Manhattan","KS"
"1246","Old Elephant Foot IPA",544,0.07,80,491,"American IPA",16,"Tampa Bay Brewing Company","Tampa","FL"
"1247","Peck's Porter",2640,0.065,35,8,"American Porter",16,"Tapistry Brewing","Bridgman","MI"
"1248","Deduction",2601,0.08,22,29,"Dubbel",12,"Taxman Brewing Company","Bargersville","IN"
"1249","RecreationAle",1082,0.047,42,470,"American Pale Ale (APA)",12,"Terrapin Brewing Company","Athens","GA"
"1250","First Stand",2119,0.055,35,216,"Saison / Farmhouse Ale",12,"Texian Brewing Co.","Richmond","TX"
"1251","Battle LIne",2118,0.063,23,216,"American Brown Ale",12,"Texian Brewing Co.","Richmond","TX"
"1252","Broken Bridge",2117,0.056,12,216,"Dunkelweizen",12,"Texian Brewing Co.","Richmond","TX"
"1253","Brutus",2116,0.071,69,216,"English India Pale Ale (IPA)",12,"Texian Brewing Co.","Richmond","TX"
"1254","Heady Topper",1111,0.08,120,273,"American Double / Imperial IPA",16,"The Alchemist","Waterbury","VT"
"1255","Heady Topper",379,0.08,120,273,"American Double / Imperial IPA",16,"The Alchemist","Waterbury","VT"
"1256","Bomber Mountain Amber Ale (2013)",1200,0.046,20,458,"American Amber / Red Ale",12,"The Black Tooth Brewing Company","Sheridan","WY"
"1257","Indian Paintbrush IPA",1199,0.07,75,458,"American IPA",12,"The Black Tooth Brewing Company","Sheridan","WY"
"1258","Saddle Bronc Brown Ale (2013)",1198,0.048,16,458,"English Brown Ale",12,"The Black Tooth Brewing Company","Sheridan","WY"
"1259","Wagon Box Wheat Beer",1197,0.059,15,458,"American Pale Wheat Ale",12,"The Black Tooth Brewing Company","Sheridan","WY"
"1260","Bronx Summer Pale Ale",1748,0.052,16,330,"American Pale Ale (APA)",16,"The Bronx Brewery","Bronx","NY"
"1261","Bronx Black Pale Ale",1747,0.057,46,330,"American Black Ale",16,"The Bronx Brewery","Bronx","NY"
"1262","Bronx Pale Ale",1037,0.063,50,330,"American Pale Ale (APA)",16,"The Bronx Brewery","Bronx","NY"
"1263","Surfrider",2594,0.052,35,34,"American Pale Ale (APA)",16,"The Dudes' Brewing Company","Torrance","CA"
"1264","Grandma's Pecan",1562,0.069,34,34,"English Brown Ale",16,"The Dudes' Brewing Company","Torrance","CA"
"1265","Double Trunk",1561,0.099,101,34,"American Double / Imperial IPA",16,"The Dudes' Brewing Company","Torrance","CA"
"1266","Just IPA",1749,0.046,45,329,"American IPA",12,"The Just Beer Project","Burlington","VT"
"1267","Hunny Do Wheat",2347,0.048,18,143,"American Pale Wheat Ale",12,"Third Street Brewhouse","Cold Spring","MN"
"1268","Watermelon Ale",2421,0.051,11,109,"Fruit / Vegetable Beer",12,"Thomas Hooker Brewing Company","Bloomfield","CT"
"1269","Knotty Blonde Ale",2319,0.04,18,154,"American Blonde Ale",12,"Three Creeks Brewing","Sisters","OR"
"1270","Fivepine Chocolate Porter",2317,0.062,40,154,"American Porter",12,"Three Creeks Brewing","Sisters","OR"
"1271","Hoodoo Voodoo IPA",2316,0.062,82,154,"American IPA",12,"Three Creeks Brewing","Sisters","OR"
"1272","Hydraulion Red",1913,0.053,22,274,"Irish Red Ale",12,"Three Notch'd Brewing Company","Charlottesville","VA"
"1273","40 Mile IPA",1912,0.06,50,274,"American IPA",12,"Three Notch'd Brewing Company","Charlottesville","VA"
"1274","Citra Faced",2617,0.055,64,22,"American Pale Wheat Ale",16,"Three Pints Brewing","Martinsville","IN"
"1275","Pole Barn Stout",2616,0.055,31,22,"Oatmeal Stout",16,"Three Pints Brewing","Martinsville","IN"
"1276","Pale",2615,0.054,37,22,"American Pale Ale (APA)",16,"Three Pints Brewing","Martinsville","IN"
"1277","Yoshi's Nectar",2614,0.053,27,22,"California Common / Steam Beer",16,"Three Pints Brewing","Martinsville","IN"
"1278","Cafe Leche",2623,0.058,20,18,"American Porter",16,"Tin Man Brewing Company","Evansville","IN"
"1279","Damascene Apricot Sour",2622,0.052,12,18,"Fruit / Vegetable Beer",16,"Tin Man Brewing Company","Evansville","IN"
"1280","Csar",2621,0.12,90,18,"Russian Imperial Stout",16,"Tin Man Brewing Company","Evansville","IN"
"1281","Overlord Imperial IPA",1449,0.085,115,18,"American Double / Imperial IPA",16,"Tin Man Brewing Company","Evansville","IN"
"1282","Alloy",951,0.058,36,18,"American IPA",16,"Tin Man Brewing Company","Evansville","IN"
"1283","Rivet Irish Red Ale",950,0.051,22,18,"Irish Red Ale",16,"Tin Man Brewing Company","Evansville","IN"
"1284","3 Gear Robust Porter",949,0.052,50,18,"American Porter",16,"Tin Man Brewing Company","Evansville","IN"
"1285","Circuit Bohemian Pilsner",948,0.045,35,18,"Czech Pilsener",16,"Tin Man Brewing Company","Evansville","IN"
"1286","Juke Joint IPA",1755,0.07,60,153,"American IPA",12,"Tin Roof Brewing Company","Baton Rouge","LA"
"1287","Parade Ground Coffee Porter",1754,0.07,35,153,"American Porter",12,"Tin Roof Brewing Company","Baton Rouge","LA"
"1288","Tin Roof Watermelon Wheat",1428,0.05,21,153,"Fruit / Vegetable Beer",12,"Tin Roof Brewing Company","Baton Rouge","LA"
"1289","Tin Roof Blonde Ale",529,0.045,18,153,"American Blonde Ale",12,"Tin Roof Brewing Company","Baton Rouge","LA"
"1290","Voodoo Bengal Pale Ale",495,0.055,37,153,"American Pale Ale (APA)",12,"Tin Roof Brewing Company","Baton Rouge","LA"
"1291","Perfect Tin Amber",494,0.045,28,153,"American Amber / Red Ale",12,"Tin Roof Brewing Company","Baton Rouge","LA"
"1292","IPA & a Half",1856,0.073,87,292,"American IPA",12,"Tommyknocker Brewery","Idaho Springs","CO"
"1293","Ornery Amber Lager (2003)",736,0.055,33,292,"Vienna Lager",12,"Tommyknocker Brewery","Idaho Springs","CO"
"1294","Almanac IPA",1938,0.062,72,266,"American IPA",12,"Tractor Brewing Company","Albuquerque","NM"
"1295","Farmer's Tan Red Ale",1936,0.06,30,266,"American Amber / Red Ale",12,"Tractor Brewing Company","Albuquerque","NM"
"1296","Nugget Nectar",2444,0.075,93,98,"American Amber / Red Ale",16,"Tröegs Brewing Company","Hershey","PA"
"1297","Sunshine Pils",2203,0.045,45,98,"American Pilsner",12,"Tröegs Brewing Company","Hershey","PA"
"1298","Troegenator Doublebock",1510,0.082,25,98,"Doppelbock",16,"Tröegs Brewing Company","Hershey","PA"
"1299","Perpetual IPA",1509,0.075,85,98,"American IPA",12,"Tröegs Brewing Company","Hershey","PA"
"1300","Greenville Pale Ale",433,0.055,52,540,"American Pale Ale (APA)",12,"Twin Lakes Brewing Company","Greenville","DE"
"1301","Hoppy Boy",641,0.062,65,521,"American IPA",16,"Twisted Pine Brewing Company","Boulder","CO"
"1302","Cow Creek",2588,0.054,26,39,"American Amber / Red Lager",12,"Twisted X Brewing Company","Dripping Springs","TX"
"1303","Chupahopra",2458,0.075,63,39,"American IPA",12,"Twisted X Brewing Company","Dripping Springs","TX"
"1304","Twisted X",2212,0.051,19,39,"American Adjunct Lager",12,"Twisted X Brewing Company","Dripping Springs","TX"
"1305","Day Hike Session",2235,0.041,41,191,"American IPA",12,"Two Beers Brewing Company","Seattle","WA"
"1306","Trailhead ISA",1661,0.048,48,191,"American IPA",12,"Two Beers Brewing Company","Seattle","WA"
"1307","Immersion Amber",1660,0.052,27,191,"American Amber / Red Ale",12,"Two Beers Brewing Company","Seattle","WA"
"1308","Evo IPA",1659,0.062,70,191,"American IPA",12,"Two Beers Brewing Company","Seattle","WA"
"1309","Evolutionary IPA (2012)",1173,0.062,70,191,"American IPA",12,"Two Beers Brewing Company","Seattle","WA"
"1310","Persnickety Pale",560,0.057,36,191,"American Pale Ale (APA)",12,"Two Beers Brewing Company","Seattle","WA"
"1311","SoDo Brown Ale",519,0.054,20,191,"American Brown Ale",12,"Two Beers Brewing Company","Seattle","WA"
"1312","Immersion Amber Ale (2011)",518,0.052,27,191,"American Amber / Red Ale",12,"Two Beers Brewing Company","Seattle","WA"
"1313","Evolutionary IPA (2011)",505,0.062,70,191,"American IPA",12,"Two Beers Brewing Company","Seattle","WA"
"1314","Trailhead India Style Session Ale (2011)",482,0.048,48,191,"American IPA",12,"Two Beers Brewing Company","Seattle","WA"
"1315","Wobble",2497,0.063,69,75,"American IPA",16,"Two Brothers Brewing Company","Warrenville","IL"
"1316","Night Cat",2246,0.058,43,75,"American Dark Wheat Ale",12,"Two Brothers Brewing Company","Warrenville","IL"
"1317","Night Cat (2014)",1630,0.058,43,75,"American Dark Wheat Ale",12,"Two Brothers Brewing Company","Warrenville","IL"
"1318","Dog Days Lager",1284,0.051,17,75,"Dortmunder / Export Lager",12,"Two Brothers Brewing Company","Warrenville","IL"
"1319","Sidekick Extra Pale Ale",1121,0.051,36,75,"American Pale Ale (APA)",12,"Two Brothers Brewing Company","Warrenville","IL"
"1320","Atom Smasher",1042,0.077,23,75,"Märzen / Oktoberfest",12,"Two Brothers Brewing Company","Warrenville","IL"
"1321","Cane and Ebel",861,0.07,68,75,"American Strong Ale",12,"Two Brothers Brewing Company","Warrenville","IL"
"1322","PUNK'N",2310,0.05,10,160,"Pumpkin Ale",12,"Uinta Brewing Company","Salt Lake City","UT"
"1323","Yard Sale Winter Lager",2100,0.04,22,160,"American Amber / Red Lager",12,"Uinta Brewing Company","Salt Lake City","UT"
"1324","Trader Session IPA",1925,0.04,42,160,"American IPA",12,"Uinta Brewing Company","Salt Lake City","UT"
"1325","Hop Nosh IPA",1723,0.073,83,160,"American IPA",12,"Uinta Brewing Company","Salt Lake City","UT"
"1326","SUM'R",1212,0.04,17,160,"American Blonde Ale",12,"Uinta Brewing Company","Salt Lake City","UT"
"1327","Organic Baba Black Lager",1097,0.04,32,160,"Schwarzbier",12,"Uinta Brewing Company","Salt Lake City","UT"
"1328","Hop Notch IPA (2013)",1089,0.073,82,160,"American IPA",12,"Uinta Brewing Company","Salt Lake City","UT"
"1329","Cutthroat Pale Ale",1088,0.04,34,160,"American Pale Ale (APA)",12,"Uinta Brewing Company","Salt Lake City","UT"
"1330","WYLD Extra Pale Ale",974,0.04,29,160,"American Pale Ale (APA)",12,"Uinta Brewing Company","Salt Lake City","UT"
"1331","The Green Room",2372,0.06,75,127,"American IPA",16,"Uncle Billy's Brewery and Smokeh...","Austin","TX"
"1332","Humbucker Helles",2367,0.047,25,127,"Maibock / Helles Bock",16,"Uncle Billy's Brewery and Smokeh...","Austin","TX"
"1333","Double Duckpin",2507,0.085,90,72,"American Double / Imperial IPA",12,"Union Craft Brewing","Baltimore","MD"
"1334","Old Pro",2506,0.042,10,72,"Gose",12,"Union Craft Brewing","Baltimore","MD"
"1335","Campside Session IPA",2190,0.045,50,203,"American IPA",16,"Upland Brewing Company","Bloomington","IN"
"1336","Upland Wheat Ale",1951,0.045,15,203,"Witbier",16,"Upland Brewing Company","Bloomington","IN"
"1337","Lee Hill Series Vol. 2 - Wild Saison",2563,0.068,24,52,"American Wild Ale",19.2,"Upslope Brewing Company","Boulder","CO"
"1338","Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout",2562,0.099,51,52,"American Double / Imperial Stout",19.2,"Upslope Brewing Company","Boulder","CO"
"1339","Thai Style White IPA",1932,0.065,33,52,"American White IPA",12,"Upslope Brewing Company","Boulder","CO"
"1340","Ferus Fluxus Wild Belgian Pale Ale",1853,0.075,30,52,"American Wild Ale",19.2,"Upslope Brewing Company","Boulder","CO"
"1341","Upslope Imperial India Pale Ale",1315,0.099,90,52,"American Double / Imperial IPA",19.2,"Upslope Brewing Company","Boulder","CO"
"1342","Upslope Belgian Style Pale Ale",683,0.075,30,52,"Belgian Pale Ale",12,"Upslope Brewing Company","Boulder","CO"
"1343","Top Rope Mexican-style Craft Lager",466,0.048,15,52,"Vienna Lager",12,"Upslope Brewing Company","Boulder","CO"
"1344","Upslope Craft Lager",444,0.048,22,52,"Vienna Lager",12,"Upslope Brewing Company","Boulder","CO"
"1345","Common Sense Kentucky Common Ale",382,0.053,22,547,"American Brown Ale",16,"Upstate Brewing Company","Elmira","NY"
"1346","Upstate I.P.W.",381,0.065,70,547,"American IPA",12,"Upstate Brewing Company","Elmira","NY"
"1347","Squatters Hop Rising Double IPA",1825,0.09,75,303,"American Double / Imperial IPA",12,"Utah Brewers Cooperative","Salt Lake City","UT"
"1348","Squatters Hop Rising Double IPA (2014)",1680,0.09,75,303,"American Double / Imperial IPA",12,"Utah Brewers Cooperative","Salt Lake City","UT"
"1349","Voodoo Love Child",1770,0.092,25,323,"Tripel",12,"Voodoo Brewery","Meadville","PA"
"1350","White Magick of the Sun",1769,0.079,23,323,"Witbier",12,"Voodoo Brewery","Meadville","PA"
"1351","Wynona's Big Brown Ale",1730,0.075,31,323,"American Brown Ale",12,"Voodoo Brewery","Meadville","PA"
"1352","Gran Met",1729,0.092,25,323,"Belgian Strong Pale Ale",12,"Voodoo Brewery","Meadville","PA"
"1353","Good Vibes IPA",1603,0.073,85,323,"American IPA",12,"Voodoo Brewery","Meadville","PA"
"1354","Pilzilla",1488,0.075,85,323,"American Double / Imperial Pilsner",12,"Voodoo Brewery","Meadville","PA"
"1355","Wachusett Light IPA",1846,0.04,37,296,"American IPA",12,"Wachusett Brewing Company","Westminster","MA"
"1356","Green Monsta IPA",1845,0.06,55,296,"American IPA",12,"Wachusett Brewing Company","Westminster","MA"
"1357","Wachusett IPA",1844,0.056,50,296,"American IPA",12,"Wachusett Brewing Company","Westminster","MA"
"1358","Larry Imperial IPA",1418,0.085,85,296,"American Double / Imperial IPA",12,"Wachusett Brewing Company","Westminster","MA"
"1359","Country Pale Ale",1030,0.051,17,296,"English Pale Ale",12,"Wachusett Brewing Company","Westminster","MA"
"1360","Wachusett Light IPA (2013)",1029,0.04,37,296,"American IPA",12,"Wachusett Brewing Company","Westminster","MA"
"1361","Pumpkan",908,0.052,20,296,"Pumpkin Ale",12,"Wachusett Brewing Company","Westminster","MA"
"1362","Wachusett Blueberry Ale",619,0.045,10,296,"Fruit / Vegetable Beer",12,"Wachusett Brewing Company","Westminster","MA"
"1363","Green Monsta IPA",618,0.06,55,296,"American IPA",12,"Wachusett Brewing Company","Westminster","MA"
"1364","Self Starter",2450,0.052,67,95,"American IPA",16,"Warped Wing Brewing Company","Dayton","OH"
"1365","Ermal's",2223,0.054,20,95,"Cream Ale",16,"Warped Wing Brewing Company","Dayton","OH"
"1366","Westbrook Gose",1312,0.04,5,385,"Gose",12,"Westbrook Brewing Company","Mt. Pleasant","SC"
"1367","White Thai",576,0.05,16,385,"Witbier",12,"Westbrook Brewing Company","Mt. Pleasant","SC"
"1368","Westbrook IPA",575,0.068,65,385,"American IPA",12,"Westbrook Brewing Company","Mt. Pleasant","SC"
"1369","Westfield Octoberfest",1645,0.057,22,352,"Märzen / Oktoberfest",12,"Westfield River Brewing Company","Westfield","MA"
"1370","Charlie in the Rye",1550,0.058,55,352,"American IPA",12,"Westfield River Brewing Company","Westfield","MA"
"1371","O’Malley’s IPA",2343,0.075,89,133,"American IPA",12,"Weston Brewing Company","Weston","MO"
"1372","L'il Lucy's Hot Pepper Ale",2341,0.049,28,133,"Chile Beer",12,"Weston Brewing Company","Weston","MO"
"1373","Hefe Lemon",1838,0.049,30,297,"Radler",12,"Widmer Brothers Brewing Company","Portland","OR"
"1374","Hefe Black",1837,0.049,30,297,"Hefeweizen",12,"Widmer Brothers Brewing Company","Portland","OR"
"1375","Widmer Brothers Hefeweizen",1836,0.049,30,297,"Hefeweizen",12,"Widmer Brothers Brewing Company","Portland","OR"
"1376","Hop Slayer Double IPA",1619,0.082,100,362,"American Double / Imperial IPA",12,"Wild Onion Brewing Company","Lake Barrington","IL"
"1377","Phat Chance",971,0.052,27,362,"American Blonde Ale",12,"Wild Onion Brewing Company","Lake Barrington","IL"
"1378","Hop Slayer Double IPA (2011)",740,0.082,100,362,"American Double / Imperial IPA",12,"Wild Onion Brewing Company","Lake Barrington","IL"
"1379","Hop Slayer Double IPA (2011)",430,0.082,100,362,"American Double / Imperial IPA",12,"Wild Onion Brewing Company","Lake Barrington","IL"
"1380","Wild Onion Summer Wit",398,0.042,13,362,"Witbier",12,"Wild Onion Brewing Company","Lake Barrington","IL"
"1381","Jack Stout",366,0.06,23,362,"Oatmeal Stout",12,"Wild Onion Brewing Company","Lake Barrington","IL"
"1382","Paddy Pale Ale",162,0.056,41,362,"American Pale Ale (APA)",12,"Wild Onion Brewing Company","Lake Barrington","IL"
"1383","Blonde Hunny",2253,0.068,21,182,"Belgian Pale Ale",12,"Wild Wolf Brewing Company","Nellysford","VA"
"1384","Wild Wolf Wee Heavy Scottish Style Ale",1318,0.057,20,182,"Scotch Ale / Wee Heavy",12,"Wild Wolf Brewing Company","Nellysford","VA"
"1385","Wild Wolf American Pilsner",1195,0.045,25,182,"American Pilsner",12,"Wild Wolf Brewing Company","Nellysford","VA"
"1386","Alpha Ale",1194,0.051,45,182,"American Pale Ale (APA)",12,"Wild Wolf Brewing Company","Nellysford","VA"
"1387","Ace IPA",762,0.074,83,510,"American IPA",16,"Wingman Brewers","Tacoma","WA"
"1388","P-51 Porter",761,0.08,31,510,"American Porter",16,"Wingman Brewers","Tacoma","WA"
"1389","#002 American I.P.A.",2148,0.071,60,212,"American IPA",12,"Wisconsin Brewing Company","Verona","WI"
"1390","#004 Session I.P.A.",2146,0.048,38,212,"American IPA",12,"Wisconsin Brewing Company","Verona","WI"
"1391","Ananda India Pale Ale",1470,0.062,61,240,"American IPA",12,"Wiseacre Brewing Company","Memphis","TN"
"1392","Tiny Bomb",1469,0.045,23,240,"American Pilsner",12,"Wiseacre Brewing Company","Memphis","TN"
"1393","Train Hopper",2627,0.058,72,15,"American IPA",12,"Witch's Hat Brewing Company","South Lyon","MI"
"1394","Troopers Alley IPA",1676,0.059,135,345,"American IPA",12,"Wolf Hills Brewing Company","Abingdon","VA"
"1395","Wolverine Premium Lager",1468,0.047,15,403,"American Pale Lager",12,"Wolverine State Brewing Company","Ann Arbor","MI"
"1396","4000 Footer IPA",2417,0.065,82,110,"American IPA",12,"Woodstock Inn, Station & Brewery","North Woodstock","NH"
"1397","Summer Brew",2306,0.028,15,110,"American Pilsner",12,"Woodstock Inn, Station & Brewery","North Woodstock","NH"
"1398","Be Hoppy IPA",1697,0.065,69,340,"American IPA",16,"Wormtown Brewery","Worcester","MA"
"1399","Worthy IPA",2194,0.069,69,200,"American IPA",12,"Worthy Brewing Company","Bend","OR"
"1400","Easy Day Kolsch",1514,0.045,25,200,"Kölsch",12,"Worthy Brewing Company","Bend","OR"
"1401","Lights Out Vanilla Cream Extra Stout",1513,0.077,30,200,"American Double / Imperial IPA",12,"Worthy Brewing Company","Bend","OR"
"1402","Worthy IPA (2013)",1512,0.069,69,200,"American IPA",12,"Worthy Brewing Company","Bend","OR"
"1403","Worthy Pale",1511,0.06,50,200,"American Pale Ale (APA)",12,"Worthy Brewing Company","Bend","OR"
"1404","Belgorado",928,0.067,45,425,"Belgian IPA",12,"Wynkoop Brewing Company","Denver","CO"
"1405","Silverback Pale Ale",145,0.055,40,425,"American Pale Ale (APA)",12,"Wynkoop Brewing Company","Denver","CO"
